post_title,post_name,post_parent,ID,post_content,post_excerpt,post_status,post_password,menu_order,post_date,post_author,comment_status,sku,parent_sku,children,downloadable,virtual,stock,regular_price,sale_price,weight,length,width,height,tax_class,visibility,stock_status,backorders,sold_individually,low_stock_amount,manage_stock,tax_status,upsell_ids,crosssell_ids,purchase_note,sale_price_dates_from,sale_price_dates_to,download_limit,download_expiry,product_url,button_text,images,downloadable_files,product_page_url,meta:_yoast_wpseo_focuskw,meta:_yoast_wpseo_canonical,meta:_yoast_wpseo_bctitle,meta:_yoast_wpseo_meta-robots-adv,meta:_yoast_wpseo_is_cornerstone,meta:_yoast_wpseo_metadesc,meta:_yoast_wpseo_linkdex,meta:_yoast_wpseo_estimated-reading-time-minutes,meta:_yoast_wpseo_content_score,meta:_yoast_wpseo_title,meta:_yoast_wpseo_metakeywords
"Cobbles by Amy Kent",cobbles-amy-kent,,2691,"Hand knotted wool and art silk 100 knots per sq inch

Following our site visit we send a quotation and computer mock up of the design in the colours chosen so you can envisage as best as pos Once your rug is finished it is couriered by air to the UK so we can get it to you as soon as possible. Our wonderful delivery team then make a day and time that suits you and they will install your new piece exactly as you’d like it. They also supply underlay if needed and a protective sealant called micro-seal.All our designs can be adapted, whether you are after a square rug, round rug or runner. We can give advice on how best to place your rug and help you measure up what the best size would be. If it is not possible to visit you we can match to fabric samples in the post and send you colour tufts and woven swatches.

On delivery of your rug you will be given a care leaflet of how best to look after it and keep it in top condition. If you ever need any advice or a specialist cleaner we can supply that for you.

&nbsp;

a 50% deposit to put your rug into production, they then typically take 12-20 weeks to make depending on the design and relevant knot.",,publish,,0,"2017-10-19 12:48:46",2,open,,,,no,no,,,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://luxuryrugs.com/wp-content/uploads/2017/10/Cobbles-100-2-e1508419589336.jpg ! alt : cobbles by amy kent luxury rugs ! title : Cobbles 100 ! desc :  ! caption :  | https://luxuryrugs.com/wp-content/uploads/2017/10/Cobbles-e1508358546529.jpg ! alt : cobbles by amy kent luxury rugs ! title : Cobbles ! desc :  ! caption : ",,https://luxuryrugs.com/product/cobbles-amy-kent/,"Cobbles By Amy Kent",,,,,"Cobbles by Amy Kent is a Beautiful Rug",62,,30,,
"Bourbon Ivory Rug by Edition Bougainville®",bourbon-ivory-rug-edition-bougainville,,2698,"p. The rug has been hand made using a specific knot technique originating in the Himalayan highlands.
The design is painted onto paper underneath the rug base, then the weaver works following the drawing. This traditional process results in a stunningly beautiful product.",,publish,,0,"2017-10-19 13:13:49",2,open,,,,no,no,,,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://luxuryrugs.com/wp-content/uploads/2017/10/bourbon-ivory-amb.jpg ! alt : bespoke rugs marlow ! title : bourbon-ivory-amb ! desc :  ! caption :  | https://luxuryrugs.com/wp-content/uploads/2017/10/image_6844.png ! alt : Luxury Rugs ! title : Bourbon Ivory ! desc :  ! caption :  | https://luxuryrugs.com/wp-content/uploads/2017/10/Bourbon-ivory-det3.jpg ! alt : Luxury Rugs ! title : Bourbon-ivory ! desc :  ! caption : ",,https://luxuryrugs.com/product/bourbon-ivory-rug-edition-bougainville/,bourbon,,,,,"This classic french rug is inspired by a ceiling of the Bourbon's family castle",46,,30,,
"Cardinal Vintage Pearl Rug by Edition Bougainville®",cardianal-vintage-pearl-rug-edition-bougainville,,2701,"Cardinal Vintage Pearl Rug, a beautiful classic french rug, inspired by the foliage of the Mazarin desk.

&nbsp;

The rug has been hand made using a specific knot technique originating in the Himalayan highlands, the design is painted onto paper underneath the rug base, then the weaver works following the drawing. This traditional process results in a stunningly beautiful product.",,publish,,0,"2017-10-19 13:22:55",2,open,,,,no,no,,,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://luxuryrugs.com/wp-content/uploads/2017/10/cardianal-vintage-pearl-amb3.jpg ! alt : Bespoke Rugs Chelsea ! title : vintage pearl ! desc :  ! caption :  | https://luxuryrugs.com/wp-content/uploads/2017/10/cardinal-vintage-pearl-amb.jpg ! alt :  ! title : cardinal-vintage-pearl-amb ! desc :  ! caption :  | https://luxuryrugs.com/wp-content/uploads/2017/10/cardinal-vintage-pearl-det4.jpg ! alt : Luxury Rugs ! title : cardinal-vintage-pearl ! desc :  ! caption :  | https://luxuryrugs.com/wp-content/uploads/2017/10/image_2654.png ! alt : Luxury Rugs ! title : Cardinal ! desc :  ! caption : ",,https://luxuryrugs.com/product/cardianal-vintage-pearl-rug-edition-bougainville/,"cardinal vintage",,,,,"Cardinal Vintage Pearl Rug, a beautiful classic french rug, inspired by the foliage of the Mazarin desk. ",51,,30,,
"Carrare Pepper Rug by Edition Bougainville®",carrare-pepper-rug-edition-bougainville,,2706,"Carrare Pepper Rug, has been hand made using a specific knot technique originating in the Himalayan highlands, this traditional process results in a stunningly beautiful product. The design is painted onto paper underneath the rug base, the weaver then works following the drawing.

This contemporary rug is inspired by the marble quarries of Carrare.",,publish,,0,"2017-10-19 13:39:26",2,open,,,,no,no,,,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://luxuryrugs.com/wp-content/uploads/2017/10/carrare-pepper-amb.jpg ! alt : Luxury Rugs ! title : carrare-pepper-amb ! desc :  ! caption :  | https://luxuryrugs.com/wp-content/uploads/2017/10/carrare-pepper-det2.jpg ! alt : Carrare Pepper ! title : carrare-pepper-det2 ! desc :  ! caption :  | https://luxuryrugs.com/wp-content/uploads/2017/10/image_10668.png ! alt : Luxury Rugs ! title : Carrare Pepper Rug ! desc :  ! caption : ",,https://luxuryrugs.com/product/carrare-pepper-rug-edition-bougainville/,"carrare pepper rug",,,,,"This contemporary rug is inspired by the marble quarries of Carrare.",46,,30,,
"Carrare Ultramarine Rug by Edition Bougainville®",carrare-ultramarine-rug-edition-bougainville,,2707,"The Carrare Ultramarine rug is inspired by the marble quarries of Carrare. The rug is hand made using a specific knot technique originating in the Himalayan highlands.
The design is painted onto paper underneath the rug base, then the weaver works following the drawing. This traditional process results in a stunningly beautiful product.",,publish,,0,"2017-10-19 13:46:52",2,open,,,,no,no,,,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://luxuryrugs.com/wp-content/uploads/2017/10/carrare-ultramarine-amb2.jpg ! alt :  ! title : carrare-ultramarine-amb2 ! desc :  ! caption :  | https://luxuryrugs.com/wp-content/uploads/2017/10/carrare-ultramarine-det1.jpg ! alt : Carrare Ultramarine ! title : carrare-ultramarine ! desc :  ! caption :  | https://luxuryrugs.com/wp-content/uploads/2017/10/image_10216.png ! alt : Luxury Rugs ! title : Carrare Ultramarine ! desc :  ! caption : ",,https://luxuryrugs.com/product/carrare-ultramarine-rug-edition-bougainville/,"carrare ultramarine",,,,,"The Carrare Ultramarine rug is inspired by the marble quarries of Carrare.",54,,30,,
"Citylight Nude Rug by Edition Bougainville®",citylight-nude-rug-edition-bougainville,,2710,"Citylight Nude Rug, a striking, contemporary rug inspired by an aerial view of New York lights. The rug has been hand made using a specific knot technique originating in the Himalayan highlands.  The design is painted onto paper underneath the rug base, then the weaver works following the drawing. This traditional process results in a stunningly beautiful product.",,publish,,0,"2017-10-19 13:53:36",2,open,,,,no,no,,,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://luxuryrugs.com/wp-content/uploads/2017/10/citylight-nude-amb.jpg ! alt : Handmade Rugs in London ! title : Handmade Rugs in London ! desc :  ! caption :  | https://luxuryrugs.com/wp-content/uploads/2017/10/citylight-nude-det2.jpg ! alt : Luxury Rugs Mayfair ! title : citylight-nude ! desc :  ! caption :  | https://luxuryrugs.com/wp-content/uploads/2017/10/image_10764.png ! alt : Luxury Rugs mayfair ! title : Citylight Nude ! desc :  ! caption : ",,https://luxuryrugs.com/product/citylight-nude-rug-edition-bougainville/,citylight,,,,,"Citylight Nude Rug, a striking, contemporary rug inspired by an aerial view of New York lights.",53,,30,,
"Colombo Alezan Rug by Edition Bougainville®",colombo-alezan-rug-edition-bougainville,,2713,"The Colombo Alezan Rug is a contemporary rug inspired by monsoon in Sri Lanka. The rug has been hand made using a specific knot technique originating in the Himalayan highlands.
The design is painted onto paper underneath the rug base, then the weaver works following the drawing. This traditional process results in a stunningly beautiful product.",,publish,,0,"2017-10-19 14:01:39",2,open,,,,no,no,,,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://luxuryrugs.com/wp-content/uploads/2017/10/colombo-alezan-amb.jpg ! alt : colombo ! title : colombo-alezan-amb ! desc :  ! caption :  | https://luxuryrugs.com/wp-content/uploads/2017/10/colombo-alezan-det3.jpg ! alt : Handmade Rugs in Kensington ! title : Handmade Rugs in Kensington ! desc :  ! caption :  | https://luxuryrugs.com/wp-content/uploads/2017/10/image_11280.png ! alt : Decorex Internationl ! title : colombo ! desc :  ! caption : ",,https://luxuryrugs.com/product/colombo-alezan-rug-edition-bougainville/,colombo,,,,,"The Colombo Alezan Rug is a contemporary rug inspired by monsoon in Sri Lanka. The rug has been hand made using a specific knot technique originating in the Himalayan highlands.",59,,30,,
"Cosmos Stormy Rug by Edition Bougainville®",cosmos-stormy-rug-edition-bougainville,,2715,"The Cosmos Stormy Rug, a beautiful, contemporary rug inspired by the constellations of the heavenly vault. The rug has been hand made using a specific knot technique originating in the Himalayan highlands.  The design is painted onto paper underneath the rug base, then the weaver works following the drawing. This traditional process results in a stunningly beautiful product.",,publish,,0,"2017-10-19 14:06:46",2,open,,,,no,no,,,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://luxuryrugs.com/wp-content/uploads/2017/10/cosmos-stormy-amb.jpg ! alt : cosmos bespoke luxury rugs ! title : cosmos-stormy-amb ! desc :  ! caption :  | https://luxuryrugs.com/wp-content/uploads/2017/10/cosmos-stormy-detail5.jpg ! alt : 100% Design ! title : cosmos-stormy ! desc :  ! caption :  | https://luxuryrugs.com/wp-content/uploads/2017/10/image_10230.png ! alt : Luxury Rugs Marlow ! title : cosmos ! desc :  ! caption : ",,https://luxuryrugs.com/product/cosmos-stormy-rug-edition-bougainville/,"cosmos stormy",,,,,"The Cosmos Stormy Rug, a beautiful, contemporary rug inspired by the constellations of the heavenly vault.",53,,30,,
"Erasure Multi Rug by Edition Bougainville®",erazure-multi-rug-edition-bougainville,,2716,"The Erasure Rug is a stylish, contemporary rug inspired by a view of earth from the moon. The rug has been hand made using a specific knot technique originating in the Himalayan highlands.
The design is painted onto paper underneath the rug base, then the weaver works following the drawing. This traditional process results in a stunningly beautiful product.",,publish,,0,"2017-10-19 14:11:47",2,open,,,,no,no,,,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://luxuryrugs.com/wp-content/uploads/2017/10/erazure-multi-amb.jpg ! alt : Erazure ! title : erazure-multi-amb ! desc :  ! caption :  | https://luxuryrugs.com/wp-content/uploads/2017/10/erasure-det1.jpg ! alt : luxury rugs london ! title : erasure ! desc :  ! caption :  | https://luxuryrugs.com/wp-content/uploads/2017/10/erasure-det2.jpg ! alt : bespoke rugs chelsea ! title : erasure ! desc :  ! caption : ",,https://luxuryrugs.com/product/erazure-multi-rug-edition-bougainville/,Erasure,,,,,"The Erasure Rug is a stylish, contemporary rug inspired by a view of earth from the moon.",44,,30,,
"Fontenay Newage Smoke Rug by Edition Bougainville®",fontenay-newage-smoke-rug-edition-bougainville,,2717,"The Fontenay Newage Smoke Rug is a luxurious, classic french rug. It has been hand made using a specific knot technique originating in the Himalayan highlands.

The design is painted onto paper underneath the rug base, then the weaver works following the drawing. This traditional process results in a stunningly beautiful product.",,publish,,0,"2017-10-19 14:20:16",2,open,,,,no,no,,,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://luxuryrugs.com/wp-content/uploads/2017/10/fontenay-newage-smoke-amb.jpg ! alt : fontenay ! title : fontenay-newage-smoke-amb ! desc :  ! caption :  | https://luxuryrugs.com/wp-content/uploads/2017/10/fontenay-newage-frame-smoke-det3.jpg ! alt : LUXURY RUGS ! title : fontenay-newage-frame ! desc :  ! caption :  | https://luxuryrugs.com/wp-content/uploads/2017/10/image_2673.png ! alt : Handmade Rugs in Kensington ! title : Handmade Rugs in Kensington ! desc :  ! caption : ",,https://luxuryrugs.com/product/fontenay-newage-smoke-rug-edition-bougainville/,Fontenay,,,,,"The Fontenay Newage Smoke Rug is a luxurious, classic french rug.",53,,30,,
"Helios Corail Rug by Edition Bougainville®",helios-corail-rug-edition-bougainville,,2753,"The Helios Corail Rug is a beautiful, contemporary rug which has been hand made using a specific knot technique originating in the Himalayan highlands. The design is painted onto paper underneath the rug base, then the weaver follows the drawing, this traditional process results in a stunningly beautiful product.",,publish,,0,"2017-10-19 14:24:51",2,open,,,,no,no,,,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://luxuryrugs.com/wp-content/uploads/2017/10/helios-corail-amb.jpg ! alt : Helios Corail ! title : helios-corail-amb ! desc :  ! caption :  | https://luxuryrugs.com/wp-content/uploads/2017/10/image_12765-1.png ! alt : LUXURY RUGS ! title : HELIOS CORAIL ! desc :  ! caption :  | https://luxuryrugs.com/wp-content/uploads/2017/10/helios-corail-det3.jpg ! alt : HELIOS CORAIL ! title : helios-corail-det3 ! desc :  ! caption : ",,https://luxuryrugs.com/product/helios-corail-rug-edition-bougainville/,"Helios Corail",,,,,"The Helios Corail Rug is a beautiful, contemporary rug which has been hand made using a specific knot technique originating in the Himalayan highlands.",54,,30,,
"Heritage Anis Rug by Edition Bougainville®",heritage-anis-rug-editions-bougainville,,2755,"The Heritage Anis Rug delightful classic french rug is inspired by the armoury of Vaux le Vicomte castle. This rug has been hand made using a specific knot technique originating in the Himalayan highlands. The design is painted onto paper underneath the rug base, then the weaver works following the drawing. This traditional process results in a stunningly beautiful product.",,publish,,0,"2017-10-19 14:30:14",2,open,,,,no,no,,,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://luxuryrugs.com/wp-content/uploads/2017/10/heritage-anis-amb.jpg ! alt : Custom rugs london ! title : heritage-anis-amb ! desc :  ! caption :  | https://luxuryrugs.com/wp-content/uploads/2017/10/heritage-anis-det7.jpg ! alt : LUXURY RUGS ! title : heritage-anis ! desc :  ! caption :  | https://luxuryrugs.com/wp-content/uploads/2017/10/image_6938.png ! alt : LUXURY RUGS ! title : HERITAGE ANIS ! desc :  ! caption : ",,https://luxuryrugs.com/product/heritage-anis-rug-editions-bougainville/,"Heritage Anis Rug",,,,,"The Heritage Anis Rug delightful classic french rug is inspired by the armoury of Vaux le Vicomte castle.",48,,30,,
"Heritage Cajou Rug by Edition Bougainville®",heritage-cajou-rug-edition-bougainville,,3004,"The Heritage Cajou Rug, is a delightful classic French rug is inspired by the armoury of Vaux le Vicomte castle. The rug has been hand made using a specific knot technique originating in the Himalayan highlands. The design is painted onto paper underneath the rug base, then the weaver works following the drawing. This traditional process results in a stunningly beautiful product.",,publish,,0,"2017-10-23 12:19:53",1,open,,,,no,no,,,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://luxuryrugs.com/wp-content/uploads/2017/10/heritage-cajou-amb.jpg ! alt : Hermitage Cajou Rug ! title : heritage-cajou-amb ! desc :  ! caption :  | https://luxuryrugs.com/wp-content/uploads/2017/10/heritage-cajou-det5.jpg ! alt : LUXURY RUGS LONDON ! title : heritage-cajou ! desc :  ! caption :  | https://luxuryrugs.com/wp-content/uploads/2017/10/image_11219.png ! alt : 100% DESIGN ! title : HERITAGE CAJOU ! desc :  ! caption : ",,https://luxuryrugs.com/product/heritage-cajou-rug-edition-bougainville/,"Heritage Cajou Rug",,,,,"The Heritage Cajou Rug, is a delightful classic French rug is inspired by the armoury of Vaux le Vicomte castle.",48,,30,,
"Jerico Mordore Rug by Edition Bougainville®",jerico-mordore-rug-edition-bougainville,,3005,"The Jerico Mordore Rug is a stylish, contemporary rug is inspired by drawings created by the wind on the dunes of Jericoacoara in Brazil.",,publish,,0,"2017-10-23 12:27:09",1,open,,,,no,no,,,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://luxuryrugs.com/wp-content/uploads/2017/10/jerico-mordore-amb.jpg ! alt : Jerico Mordore ! title : jerico-mordore-amb ! desc :  ! caption :  | https://luxuryrugs.com/wp-content/uploads/2017/10/image_4498.png ! alt : LUXURY RUGS ! title : JERICO MORDORE ! desc :  ! caption :  | https://luxuryrugs.com/wp-content/uploads/2017/10/jerico-mordore-det2.jpg ! alt : LUXURY RUGS ! title : jerico-mordore-det2 ! desc :  ! caption : ",,https://luxuryrugs.com/product/jerico-mordore-rug-edition-bougainville/,"jerico mordore",,,,,"The Jerico Mordore Rug is a stylish, contemporary rug is inspired by drawings created by the wind on the dunes of Jericoacoara in Brazil.",59,,30,,
"Moorea Camel Rug by Edition Bougainville®",moorea-camel-rug-edition-bougainville,,3006,"The beautiful Moorea Camel Rug has been hand made using a specific knot technique originating in the Himalayan highlands. The design is painted onto paper underneath the rug base, then the weaver works following the drawing. This traditional process results in a stunning product.",,publish,,0,"2017-10-23 13:35:41",1,open,,,,no,no,,,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://luxuryrugs.com/wp-content/uploads/2017/10/moorea-camel-amb1.jpg ! alt : Moorea Camel Rug ! title : moorea-camel-amb1 ! desc :  ! caption :  | https://luxuryrugs.com/wp-content/uploads/2017/10/moorea-camel-det3.jpg ! alt : MOOREA CAMEL ! title : moorea-camel ! desc :  ! caption :  | https://luxuryrugs.com/wp-content/uploads/2017/10/image_10118.png ! alt : LUXURY RUGS ! title : MOOREA CAMEL ! desc :  ! caption : ",,https://luxuryrugs.com/product/moorea-camel-rug-edition-bougainville/,"Moorea Camel Rug",,,,,"The beautiful Moorea Camel Rug has been hand made using a specific knot technique originating in the Himalayan highlands",51,,30,,
"Pompadour Circle Shadow Lime Rug by Edition Bougainville®",pompadour-circle-shadow-lime-rug-edition-bougainville,,3007,"The Pompadour Circle Shadow Lime Rug, is a unique, contemporary French rug is inspired by the marquetry of a chest belonging to the Marquise de Pompadour. The rug has been hand made using a specific knot technique originating in the Himalayan highlands. The design is painted onto paper underneath the rug base, then the weaver works following the drawing. This traditional process results in a stunning product.",,publish,,0,"2017-10-23 13:50:10",1,open,,,,no,no,,,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://luxuryrugs.com/wp-content/uploads/2017/10/pompadour-circle-shadow-lime-amb2.jpg ! alt : Pompadour Circle Rug ! title : pompadour-circle-shadow-lime-amb2 ! desc :  ! caption :  | https://luxuryrugs.com/wp-content/uploads/2017/10/image_7109.png ! alt :  ! title : POMPADOUR CIRCLE ! desc :  ! caption :  | https://luxuryrugs.com/wp-content/uploads/2017/10/Pompadour-rond-lime-det1.jpg ! alt : POMPADOUR CIRCLE ! title : Pompadour-rond-lime ! desc :  ! caption : ",,https://luxuryrugs.com/product/pompadour-circle-shadow-lime-rug-edition-bougainville/,"Pompadour Circle",,,,,"The Pompadour Circle Shadow Lime Rug, is a unique, contemporary French rug",53,,30,,
"Pompadour Gold Rug by Edition Bougainville®",pompadour-gold-rug-edition-bougainville,,3008,"The Pompadour Gold Rug is a unique, contemporary French rug is inspired by the marquetry of a chest belonging to the Marquise de Pompadour. The rug has been hand made using a specific knot technique originating in the Himalayan highlands. The design is painted onto paper underneath the rug base, then the weaver works following the drawing. This traditional process results in a stunning product.",,publish,,0,"2017-10-23 14:01:59",1,open,,,,no,no,,,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://luxuryrugs.com/wp-content/uploads/2017/10/pompadour-gold-amb2.jpg ! alt : Pompadour Gold Rug ! title : pompadour-gold-amb2 ! desc :  ! caption :  | https://luxuryrugs.com/wp-content/uploads/2017/10/image_7091.png ! alt : LUXURY RUGS CHELSEA ! title : POMPADOUR GOLD ! desc :  ! caption :  | https://luxuryrugs.com/wp-content/uploads/2017/10/pompadour-gold-det1.jpg ! alt : LUXURY RUGS DESIGN ! title : pompadour-gold ! desc :  ! caption : ",,https://luxuryrugs.com/product/pompadour-gold-rug-edition-bougainville/,"Pompadour Gold",,,,,"The Pompadour Gold Rug is a unique, contemporary French rug is inspired by the marquetry of a chest belonging to the Marquise de Pompadour.",54,,30,,
"Pompadour Pastel Rug by Edition Bougainville®",pompadour-pastel-rug-edition-bougainville,,3009,"This unique, contemporary French rug is inspired by the marquetry of a chest belonging to the Marquise de Pompadour. The rug has been hand made using a specific knot technique originating in the Himalayan highlands. The design is painted onto paper underneath the rug base, then the weaver works following the drawing. This traditional process results in a stunning product.",,publish,,0,"2017-10-23 14:05:31",1,open,,,,no,no,,,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://luxuryrugs.com/wp-content/uploads/2017/10/pompadour-pastel-amb.jpg ! alt : pompadour ! title : pompadour-pastel-amb ! desc :  ! caption :  | https://luxuryrugs.com/wp-content/uploads/2017/10/image_3403.png ! alt : Luxury Rugs ! title : Pompadour Pastel ! desc :  ! caption :  | https://luxuryrugs.com/wp-content/uploads/2017/10/pompadour-pastel-detail5.jpg ! alt : BESPOKE RUGS LONDON ! title : pompadour-pastel ! desc :  ! caption : ",,https://luxuryrugs.com/product/pompadour-pastel-rug-edition-bougainville/,"Pompadour Pastel Rug",,,,,"The Pompadour Pastel Rug is a unique, contemporary french rug",43,,30,,
"Rainbow Bronze Rug by Edition Bougainville®",rainbow-bronze-rug-edition-bougainville,,3010,"The Rainbow Bronze Rug is a exquisite, contemporary rug that has been hand made using a specific knot technique originating in the Himalayan highlands. The design is painted onto paper underneath the rug base, then the weaver works following the drawing. This traditional process results in a stunning product.",,publish,,0,"2017-10-23 14:25:31",1,open,,,,no,no,,,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://luxuryrugs.com/wp-content/uploads/2017/10/rainbow-bronze-amb.jpg ! alt : rainbow Bronze Rug luxury rugs ! title : rainbow-bronze-amb ! desc :  ! caption :  | https://luxuryrugs.com/wp-content/uploads/2017/10/rainbow-bronze-det3.jpg ! alt :  ! title : rainbow-bronze-det3 ! desc :  ! caption :  | https://luxuryrugs.com/wp-content/uploads/2017/10/image_2237.png ! alt : Luxury rugs ! title : Rainbow Bronze ! desc :  ! caption : ",,https://luxuryrugs.com/product/rainbow-bronze-rug-edition-bougainville/,"Rainbow Bronze",,,,,"The Rainbow Bronze Rug is an exquisite piece",51,,30,,
"Trianon Sfumato Azurin Rug by Edition Bougainville®",trianon-sfumato-azurin-rug-edition-bougainville,,3011,"The Trianon Sfumato Rug is part of the  Renaissance Collection, the spirit of this collection is an inspired interpretation of the 18th century French rugs.

This beautiful, classic rug is inspired by the French formal garden of Trianon's castle.","Ultimate Luxury and Elegance",publish,,0,"2017-10-23 14:39:27",1,open,,,,no,no,,,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://luxuryrugs.com/wp-content/uploads/2017/10/trianon-sfumato-azurin-amb.jpg ! alt : trianon sfumato ! title : trianon-sfumato-azurin-amb ! desc :  ! caption :  | https://luxuryrugs.com/wp-content/uploads/2017/10/image_7153.png ! alt : Luxury Rugs ! title : Trianon Sfumato Azurin ! desc :  ! caption :  | https://luxuryrugs.com/wp-content/uploads/2017/10/trianon-sfumato-azurin-det5.jpg ! alt : Luxury Design ! title : trianon sfumato azurin ! desc :  ! caption : ",,https://luxuryrugs.com/product/trianon-sfumato-azurin-rug-edition-bougainville/,"Trianon Sfumato",,,,,"Beautiful Bespoke Rug by Edition Bougainville®",43,,30,,
"Trianon Sfumato Calcite Rug by Edition Bougainville®",trianon-sfumato-calcite-rug-edition-bougainville,,3012,"The Trianon Sfumato Rug is part of the  Renaissance Collection, the spirit of this collection is an inspired interpretation of the 18th century French rugs.

This beautiful, classic rug is inspired by the French formal garden of Trianon's castle.","Ultimate Luxury and Elegance",publish,,0,"2017-10-23 14:45:54",1,open,,,,no,no,,,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://luxuryrugs.com/wp-content/uploads/2017/10/trianon-sfumato-calcite-amb1.jpg ! alt : trianon sfumato rug ! title : trianon-sfumato-calcite-amb1 ! desc :  ! caption :  | https://luxuryrugs.com/wp-content/uploads/2017/10/image_12765.png ! alt : Bespoke Rugs Chelsea ! title : Trianon Sfumato Calcite ! desc :  ! caption :  | https://luxuryrugs.com/wp-content/uploads/2017/10/trianon-sfumato-calcite-det2.jpg ! alt : Luxury Rugs ! title : trianon sfumato calcite ! desc :  ! caption : ",,https://luxuryrugs.com/product/trianon-sfumato-calcite-rug-edition-bougainville/,"trianon sfumato",,,,,"Beautiful Bespoke Rug by Edition Bougainville®",48,,30,,
"Wild Mimosa Rug by Edition Bougainville®",wild-mimosa-rug-edition-bougainville,,3013,"The Wild Mimosa Rug is part of the Inspiration Collection each rug becomes a creation that blends classic elegance and contemporary inspiration.

This stunning, Luxurious contemporary rug is inspired by the Serengeti wilderness.",,publish,,0,"2017-10-23 14:50:55",1,open,,,,no,no,,,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://luxuryrugs.com/wp-content/uploads/2017/10/wild-mimosa-amb.jpg ! alt : Wils Mimosa ! title : wild-mimosa-amb ! desc :  ! caption :  | https://luxuryrugs.com/wp-content/uploads/2017/10/wild-mimosa-det1-e1542041580986.jpg ! alt : Luxury Rugs Decorex ! title : wild mimosa rug ! desc :  ! caption : ",,https://luxuryrugs.com/product/wild-mimosa-rug-edition-bougainville/,"wild mimosa",,,,,"Bespoke Rug by Edition Bougainville®",46,,30,,
"Annapurna Light Beige Rug 2170-03 by Angelo Rugs",annapurna-light-beige-rug-2170-03-angelo-rugs,,3284,"The stunning Annapurna Rug is made from vegetable silk, creating a super shiny effect which changes according to the light. The natural dyeing and sun drying process gives the rug a brightness and softness which makes the Annapurna collection truly extraordinary.",,publish,,0,"2017-10-30 12:21:23",2,open,,,,no,no,,,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://luxuryrugs.com/wp-content/uploads/2017/10/2170-03-300x400-3-e1509399333179.jpg ! alt :  ! title : 2170-03-300x400-3 ! desc :  ! caption : ",,https://luxuryrugs.com/product/annapurna-light-beige-rug-2170-03-angelo-rugs/,,,,,,,,,30,,
"Annapurna Cream Rug 2170-04 by Angelo Rugs",annapurna-cream-rug-2170-04-angelo-rugs,,3289,"The stunning Annapurna Rug is made from vegetable silk, creating a super shiny effect which changes according to the light. The natural dyeing and sun drying process gives the rug a brightness and softness which makes the Annapurna collection truly extraordinary.",,publish,,0,"2017-10-30 12:30:16",2,open,,,,no,no,,,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://luxuryrugs.com/wp-content/uploads/2017/10/2170-04-200x300-3-e1509366258190.jpg ! alt :  ! title : 2170-04-200x300-3 ! desc :  ! caption :  | https://luxuryrugs.com/wp-content/uploads/2017/10/2170-04-200x300-4-e1509398834262.jpg ! alt :  ! title : 2170-04-200x300-4 ! desc :  ! caption :  | https://luxuryrugs.com/wp-content/uploads/2017/10/2170-04-140x200-5-e1509399169207.jpg ! alt :  ! title : 2170-04-140x200-5 ! desc :  ! caption : ",,https://luxuryrugs.com/product/annapurna-cream-rug-2170-04-angelo-rugs/,,,,,,,,,30,,
